ds,y
31/05/2008,388.48
07/06/2008,388.16
14/06/2008,387.79
21/06/2008,387.54
28/06/2008,388.11
05/07/2008,387.08
12/07/2008,386.11
19/07/2008,385.73
26/07/2008,385.96
02/08/2008,384.91
09/08/2008,384.68
16/08/2008,383.89
23/08/2008,383.55
30/08/2008,383.16
06/09/2008,383.18
13/09/2008,383.37
20/09/2008,382.98
27/09/2008,382.92
04/10/2008,382.66
11/10/2008,382.72
18/10/2008,382.96
25/10/2008,382.94
01/11/2008,383.61
08/11/2008,383.6
15/11/2008,384.03
22/11/2008,384.32
29/11/2008,384.46
06/12/2008,384.77
13/12/2008,384.89
20/12/2008,385.15
27/12/2008,385.8
03/01/2009,386.01
10/01/2009,386.53
17/01/2009,386.64
24/01/2009,387.05
31/01/2009,387.26
07/02/2009,386.51
14/02/2009,387.44
21/02/2009,387.4
28/02/2009,387.48
07/03/2009,388.54
14/03/2009,388.64
21/03/2009,388.44
28/03/2009,389.17
04/04/2009,389.39
11/04/2009,389.74
18/04/2009,388.67
25/04/2009,390.37
02/05/2009,390.16
09/05/2009,389.87
16/05/2009,390.3
23/05/2009,390.76
30/05/2009,389.35
06/06/2009,390.46
13/06/2009,390.01
20/06/2009,388.88
27/06/2009,388.72
04/07/2009,388.3
11/07/2009,388.68
18/07/2009,388.03
25/07/2009,387.48
01/08/2009,387.16
08/08/2009,386.67
15/08/2009,385.27
22/08/2009,386.05
29/08/2009,385.65
05/09/2009,385.3
12/09/2009,384.48
19/09/2009,384.61
26/09/2009,384.51
03/10/2009,383.43
10/10/2009,384.28
17/10/2009,384.55
24/10/2009,384.79
31/10/2009,385.18
07/11/2009,385.6
14/11/2009,386.09
21/11/2009,386.31
28/11/2009,386.73
05/12/2009,386.91
12/12/2009,386.81
19/12/2009,388.04
26/12/2009,388.19
02/01/2010,388.41
09/01/2010,388.17
16/01/2010,388.69
23/01/2010,388.59
30/01/2010,389.04
06/02/2010,390.91
13/02/2010,389.78
20/02/2010,390.84
27/02/2010,389.38
06/03/2010,391.07
13/03/2010,391.37
20/03/2010,391.55
27/03/2010,390.08
03/04/2010,391.15
10/04/2010,391.6
17/04/2010,393.27
24/04/2010,393.27
01/05/2010,392.99
08/05/2010,392.97
15/05/2010,393.13
22/05/2010,393.55
29/05/2010,393.02
05/06/2010,393.08
12/06/2010,392.35
19/06/2010,391.73
26/06/2010,391.46
03/07/2010,391.01
10/07/2010,390.2
17/07/2010,389.91
24/07/2010,390.12
31/07/2010,389.49
07/08/2010,389.06
14/08/2010,388.76
21/08/2010,388.12
28/08/2010,387.42
04/09/2010,386.91
11/09/2010,386.85
18/09/2010,386.97
25/09/2010,386.87
02/10/2010,386.75
09/10/2010,386.98
16/10/2010,387.03
23/10/2010,387.8
30/10/2010,387.78
06/11/2010,387.95
13/11/2010,388.27
20/11/2010,389.11
27/11/2010,389.59
04/12/2010,389.88
11/12/2010,389.75
18/12/2010,389.58
25/12/2010,389.96
01/01/2011,390.5
08/01/2011,391.61
15/01/2011,391.06
22/01/2011,391.25
29/01/2011,392
05/02/2011,391.89
12/02/2011,391.52
19/02/2011,391.82
26/02/2011,392.5
05/03/2011,391.59
12/03/2011,391.94
19/03/2011,392.43
26/03/2011,394.11
02/04/2011,393.4
09/04/2011,392.71
16/04/2011,393.73
23/04/2011,393.22
30/04/2011,393.59
07/05/2011,393.36
14/05/2011,393.84
21/05/2011,395.12
28/05/2011,394.49
04/06/2011,394.08
11/06/2011,393.42
18/06/2011,393.92
25/06/2011,393.37
02/07/2011,393.31
09/07/2011,393.61
16/07/2011,392.64
23/07/2011,391.13
30/07/2011,391.77
06/08/2011,390.76
13/08/2011,390.53
20/08/2011,389.82
27/08/2011,389.41
03/09/2011,389.23
10/09/2011,389.17
17/09/2011,389.15
24/09/2011,388.86
01/10/2011,388.91
08/10/2011,388.74
15/10/2011,388.91
22/10/2011,389.09
29/10/2011,389.45
05/11/2011,389.64
12/11/2011,390.24
19/11/2011,390.44
26/11/2011,390.77
03/12/2011,391.08
10/12/2011,391.7
17/12/2011,392.24
24/12/2011,392.09
31/12/2011,392.26
07/01/2012,392.92
14/01/2012,393.61
21/01/2012,393.04
28/01/2012,393.03
04/02/2012,392.43
11/02/2012,393.45
18/02/2012,393.97
25/02/2012,393.62
03/03/2012,394.17
10/03/2012,393.38
17/03/2012,394.79
24/03/2012,395.15
31/03/2012,394.91
07/04/2012,396.45
14/04/2012,396.38
21/04/2012,396.56
28/04/2012,396.7
05/05/2012,397.08
12/05/2012,397.28
19/05/2012,396.56
26/05/2012,396.28
02/06/2012,396.03
09/06/2012,396.02
16/06/2012,395.86
23/06/2012,395.73
30/06/2012,395.41
07/07/2012,394.86
14/07/2012,394.59
21/07/2012,394.35
28/07/2012,393.6
04/08/2012,393.39
11/08/2012,392.93
18/08/2012,392.31
25/08/2012,391.7
01/09/2012,391.98
08/09/2012,391
15/09/2012,391.03
22/09/2012,391.02
29/09/2012,390.99
20/10/2012,391.29
27/10/2012,391.46
03/11/2012,391.76
10/11/2012,392.77
17/11/2012,393.42
24/11/2012,393.36
01/12/2012,393.61
08/12/2012,394.05
15/12/2012,394.46
22/12/2012,394.83
29/12/2012,394.62
05/01/2013,394.99
12/01/2013,395.57
19/01/2013,396.21
26/01/2013,395.64
02/02/2013,396.39
09/02/2013,396.46
16/02/2013,397.31
23/02/2013,396.88
02/03/2013,397.13
09/03/2013,396.64
16/03/2013,397.25
23/03/2013,397.21
30/03/2013,398.39
06/04/2013,398.05
13/04/2013,397.43
20/04/2013,398.76
27/04/2013,399.33
04/05/2013,399.64
11/05/2013,399.78
18/05/2013,400.04
25/05/2013,400.22
01/06/2013,399.43
08/06/2013,398.91
15/06/2013,398.58
22/06/2013,398.5
29/06/2013,398.65
06/07/2013,397.56
13/07/2013,397.48
20/07/2013,396.83
27/07/2013,396.98
03/08/2013,396.61
10/08/2013,395.55
17/08/2013,395.24
24/08/2013,394.73
31/08/2013,394.33
07/09/2013,393.52
14/09/2013,393.25
21/09/2013,393.53
28/09/2013,393.22
05/10/2013,393.47
12/10/2013,393.52
19/10/2013,393.93
26/10/2013,394.13
02/11/2013,394.39
09/11/2013,395.25
16/11/2013,394.85
23/11/2013,395.66
30/11/2013,396.06
07/12/2013,396.27
14/12/2013,396.52
21/12/2013,397.3
28/12/2013,397.59
04/01/2014,397.9
11/01/2014,397.82
18/01/2014,398.13
25/01/2014,397.75
01/02/2014,398.02
08/02/2014,397.98
15/02/2014,397.79
22/02/2014,398.24
01/03/2014,397.92
08/03/2014,398.88
15/03/2014,400.68
22/03/2014,399.62
29/03/2014,400.34
05/04/2014,401.32
12/04/2014,401.22
19/04/2014,401.29
26/04/2014,401.42
03/05/2014,401.74
10/05/2014,401.51
17/05/2014,402.18
24/05/2014,401.44
31/05/2014,402.12
07/06/2014,401.55
14/06/2014,401.31
21/06/2014,401.21
28/06/2014,400.57
05/07/2014,400.06
12/07/2014,399.58
19/07/2014,398.54
26/07/2014,397.86
02/08/2014,397.86
09/08/2014,397.45
16/08/2014,397.23
23/08/2014,396.75
30/08/2014,396.37
06/09/2014,396.35
13/09/2014,394.8
20/09/2014,395.32
27/09/2014,395.55
04/10/2014,395.57
11/10/2014,395.49
18/10/2014,395.72
25/10/2014,395.91
01/11/2014,396.52
08/11/2014,396.9
15/11/2014,397.34
22/11/2014,397.24
29/11/2014,398.1
06/12/2014,398.26
13/12/2014,398.92
20/12/2014,399.09
27/12/2014,399.01
03/01/2015,399.92
10/01/2015,399.86
17/01/2015,399.72
24/01/2015,399.98
31/01/2015,400.2
07/02/2015,400.02
14/02/2015,400.15
21/02/2015,400.36
28/02/2015,401.03
07/03/2015,401.63
14/03/2015,401.8
21/03/2015,400.79
28/03/2015,402.5
04/04/2015,402.74
11/04/2015,403.88
18/04/2015,403.8
25/04/2015,403.22
02/05/2015,404.07
09/05/2015,404.09
16/05/2015,404.31
23/05/2015,403.85
30/05/2015,403.81
06/06/2015,403.45
13/06/2015,402.72
20/06/2015,402.63
27/06/2015,402.36
04/07/2015,402.25
11/07/2015,401.71
18/07/2015,401.02
25/07/2015,401.3
01/08/2015,398.74
08/08/2015,399.21
15/08/2015,399.12
22/08/2015,399.03
29/08/2015,398.8
05/09/2015,398.16
12/09/2015,397.1
19/09/2015,397.57
26/09/2015,397.42
03/10/2015,397.74
10/10/2015,398.51
17/10/2015,398.61
24/10/2015,398.43
31/10/2015,398.87
07/11/2015,399.53
14/11/2015,400.75
21/11/2015,400.42
28/11/2015,400.83
05/12/2015,400.91
12/12/2015,402.4
19/12/2015,402.32
26/12/2015,402.01
02/01/2016,402.25
09/01/2016,402.23
16/01/2016,402.68
23/01/2016,403.26
30/01/2016,402.79
06/02/2016,404.98
13/02/2016,403.22
20/02/2016,404.59
27/02/2016,403.98
05/03/2016,403.99
12/03/2016,404.51
19/03/2016,405.01
26/03/2016,406.16
02/04/2016,405.7
09/04/2016,408.56
16/04/2016,408.16
23/04/2016,407.7
30/04/2016,407.84
07/05/2016,407.51
14/05/2016,407.54
21/05/2016,407.41
28/05/2016,407.92
04/06/2016,407.52
11/06/2016,406.99
18/06/2016,407.02
25/06/2016,406.4
02/07/2016,405.96
09/07/2016,404.93
16/07/2016,403.64
23/07/2016,403.71
30/07/2016,403.76
06/08/2016,403.22
13/08/2016,402.11
20/08/2016,401.78
27/08/2016,401.43
03/09/2016,401.27
10/09/2016,401.13
17/09/2016,401.25
24/09/2016,400.85
01/10/2016,400.82
08/10/2016,401.2
15/10/2016,401.7
22/10/2016,401.82
29/10/2016,402.38
05/11/2016,403.15
12/11/2016,403.12
19/11/2016,403.95
26/11/2016,404.44
03/12/2016,404.16
10/12/2016,404.28
17/12/2016,404.63
24/12/2016,404.66
31/12/2016,405.38
07/01/2017,405.94
14/01/2017,405.91
21/01/2017,406.37
28/01/2017,406.35
04/02/2017,406.2
11/02/2017,406.02
18/02/2017,406.17
25/02/2017,408.07
04/03/2017,407.06
11/03/2017,406.53
18/03/2017,406.73
25/03/2017,407.89
01/04/2017,408.66
08/04/2017,407.19
15/04/2017,409.12
22/04/2017,409.89
29/04/2017,409.04
06/05/2017,409.54
13/05/2017,409.83
20/05/2017,410.18
27/05/2017,409.88
03/06/2017,409.67
10/06/2017,409.62
17/06/2017,408.82
24/06/2017,408.43
01/07/2017,407.77
08/07/2017,407.68
15/07/2017,407.11
22/07/2017,406.76
29/07/2017,406.5
05/08/2017,405.93
12/08/2017,405.55
19/08/2017,404.81
26/08/2017,404.54
02/09/2017,404.1
09/09/2017,403.39
16/09/2017,403.44
23/09/2017,402.95
30/09/2017,402.73
07/10/2017,403.19
14/10/2017,403.6
21/10/2017,404.05
28/10/2017,404.25
04/11/2017,404.28
