Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,RAR,Test,Dol,Dol (no $)
1960,Dodgers,1970,5909,125,661,605,95,8.90%,14.00%,0.128,0.28,0.255,0.324,0.384,0.317,89,0,-74.7,65.5,18.9,180.8,107.84128, ,
1955,Cubs,1878,5766,164,625,597,37,7.40%,14.00%,0.151,0.263,0.247,0.305,0.398,0.313,83,-2.7,-123.2,69.5,10.9,107.7,35.81466, ,
1992,Red Sox,1739,6186,84,599,567,44,9.60%,14.00%,0.101,0.276,0.246,0.321,0.347,0.306,83,-11.2,-126.4,-40.1,3,26.3,141.05449, ,
1969,Yankees,1919,5989,94,562,521,119,9.40%,14.00%,0.109,0.261,0.235,0.308,0.344,0.298,86,-2.1,-98.1,79.7,16.1,151.4,111.77448, ,
1976,Expos,2236,5996,94,531,507,86,7.20%,14.00%,0.105,0.261,0.235,0.291,0.34,0.292,75,-0.5,-169.2,7.5,3.3,28.1,91.0678, ,
2000,Rockies,2221,6453,161,968,905,131,9.30%,14.10%,0.161,0.322,0.294,0.362,0.455,0.353,82,-1,-155.8,100.6,15.5,162.9,232.13485, ,
1996,Orioles,1702,6494,257,949,914,77,9.90%,14.10%,0.198,0.284,0.274,0.35,0.472,0.355,106,-4.2,52.2,-51.1,23.1,247.3,169.38824, ,
1986,Tigers,1729,6269,198,798,751,138,9.80%,14.10%,0.161,0.279,0.263,0.338,0.424,0.338,110,3.8,76.1,35.5,32.8,318.5,141.90808, ,
1969,Twins,2215,6422,163,790,733,115,9.30%,14.10%,0.141,0.292,0.268,0.34,0.409,0.338,106,-1.1,41.2,60,30.8,283.3,172.50803, ,
2006,Orioles,1868,6240,164,768,727,121,7.60%,14.10%,0.146,0.302,0.277,0.339,0.424,0.331,96,-4.5,-36.4,-2.7,17.1,177.5,111.90808,$82.2,82.2
1991,White Sox,1874,6360,139,758,722,134,9.60%,14.10%,0.129,0.288,0.262,0.336,0.391,0.328,104,-2.6,28.4,44.2,28.6,274.1,186.82797, ,
1984,Athletics,2029,6161,158,738,697,145,9.20%,14.10%,0.145,0.279,0.259,0.327,0.404,0.328,107,3.4,52.3,-47.8,21.1,197.6,133.37468, ,
1983,Athletics,1942,6188,121,708,662,235,8.50%,14.10%,0.119,0.289,0.262,0.326,0.381,0.317,99,7.2,2.7,-14.3,19.9,189.5,162.56127, ,
1978,Phillies,2111,6154,133,708,661,152,9.00%,14.10%,0.131,0.283,0.258,0.328,0.388,0.322,98,8.9,-6.8,110.4,32,301.2,144.54796, ,
1985,Astros,2100,6192,121,706,666,96,7.70%,14.10%,0.127,0.288,0.261,0.319,0.388,0.313,102,-5,7.8,8.5,22.8,216.2,142.54796, ,
1983,Cubs,2244,6132,140,701,649,84,7.70%,14.10%,0.141,0.285,0.261,0.319,0.401,0.32,91,0.1,-60.4,7.8,15.3,143.5,104.09467, ,
1990,Cubs,2232,6149,136,690,649,151,6.60%,14.10%,0.129,0.288,0.263,0.314,0.392,0.314,87,8.2,-86.3,-38.7,9.6,86.1,116.25464, ,
1993,Red Sox,1830,6196,114,686,644,73,8.20%,14.10%,0.131,0.293,0.264,0.33,0.395,0.322,90,0.1,-76.6,50.8,17.1,170.3,104.53465, ,
1983,Cardinals,2242,6242,83,679,636,207,8.70%,14.10%,0.115,0.305,0.27,0.335,0.384,0.321,100,5.2,6.7,44,26.3,250.3,125.84128, ,
1977,Braves,2170,6202,139,677,637,82,8.70%,14.10%,0.122,0.278,0.254,0.32,0.376,0.31,79,-0.6,-162.3,-105.2,-6.6,-68,144.42792, ,
1966,Giants,2140,6083,181,675,627,29,6.80%,14.10%,0.144,0.263,0.248,0.303,0.392,0.305,92,-2.8,-60.6,54.7,21.5,195.3,101.25464, ,
1983,Pirates,2103,6176,121,658,612,122,8.00%,14.10%,0.119,0.293,0.264,0.325,0.383,0.316,94,-7,-49.5,29.1,18.7,177.1,107.41461, ,
1974,Astros,2152,6105,110,653,603,108,7.70%,14.10%,0.116,0.292,0.263,0.322,0.379,0.32,100,-2,-5,33.6,23.7,218.4,112.70793, ,
1983,Astros,2082,6173,97,643,615,164,8.40%,14.10%,0.118,0.286,0.257,0.32,0.375,0.309,97,-5.7,-27.2,73,25.4,243.2,113.00125, ,
1974,Giants,2045,6158,93,634,568,106,8.90%,14.10%,0.106,0.283,0.252,0.322,0.358,0.313,88,3,-83.1,27.8,14.8,136.1,147.74786, ,
1973,Cubs,2096,6070,117,613,570,65,9.50%,14.10%,0.111,0.272,0.247,0.32,0.357,0.307,81,-6.9,-139.1,-10.9,4.2,36.7,129.32119, ,
1988,Braves,2119,6013,96,555,527,95,7.20%,14.10%,0.105,0.269,0.242,0.298,0.348,0.29,79,-11.6,-145.5,-29.6,1.5,9.2,94.48116, ,
1968,White Sox,2252,5965,71,463,431,90,6.70%,14.10%,0.083,0.257,0.228,0.284,0.311,0.273,79,1.7,-122,60.8,9.8,86.3,97.69437, ,
1987,Tigers,1913,6444,225,896,840,106,10.10%,14.20%,0.179,0.287,0.272,0.349,0.451,0.348,113,-2.8,101.5,-13.2,30.4,308,170.42817, ,
1996,Yankees,1734,6414,162,870,830,96,9.90%,14.20%,0.148,0.315,0.288,0.36,0.436,0.348,103,-3.2,23.5,-66.6,18.6,200.1,183.02812, ,
2007,Angels,1810,6198,123,822,776,139,8.20%,14.20%,0.133,0.315,0.284,0.345,0.417,0.333,100,3.7,5.3,2,21.6,221.8,183.92139,$121.2,121.2
1977,Dodgers,2176,6328,191,769,729,114,9.30%,14.20%,0.152,0.284,0.265,0.335,0.418,0.332,104,2.3,29.6,50.6,29.1,283.8,128.34806, ,
1995,Brewers,1612,5631,128,740,700,105,8.90%,14.20%,0.143,0.292,0.266,0.336,0.409,0.331,91,2.2,-60.9,-14,11.5,118.5,122.50803, ,
1965,Cardinals,2084,6204,109,707,645,100,7.70%,14.20%,0.117,0.282,0.254,0.314,0.371,0.306,85,0.8,-103.5,70.9,17.5,160.8,187.29457, ,
1989,White Sox,1685,6132,94,693,661,97,7.60%,14.20%,0.112,0.305,0.271,0.328,0.383,0.32,100,-3.3,-6.4,-49.5,15.7,143,142.41461, ,
1982,Cubs,2249,6141,102,676,647,132,7.50%,14.20%,0.115,0.289,0.26,0.317,0.375,0.308,87,-1.1,-87.5,1.7,12.5,117,146.00125, ,
1982,Padres,2081,6160,81,675,611,165,7.00%,14.20%,0.101,0.29,0.257,0.311,0.359,0.298,90,2.7,-69.1,94.2,23.8,228.5,186.17453, ,
1978,Orioles,1895,6081,154,659,612,75,9.10%,14.20%,0.138,0.28,0.258,0.326,0.396,0.327,108,-7.7,47.6,17.7,27.7,258.2,74.96132, ,
1991,Cardinals,2150,6020,68,651,599,202,8.80%,14.20%,0.102,0.289,0.255,0.322,0.357,0.307,92,-3.2,-55.1,58.4,20.5,195.5,167.32119, ,
1977,Brewers,1779,6088,125,639,598,85,7.30%,14.20%,0.131,0.284,0.258,0.314,0.389,0.312,90,-5.9,-74.5,-25.1,10.7,104.4,72.97463, ,
1970,White Sox,2104,6126,123,633,586,53,7.80%,14.20%,0.109,0.278,0.253,0.315,0.362,0.305,82,-0.6,-128.3,-34.7,2.8,23.5,136.45454, ,
1971,White Sox,2080,6114,138,617,568,83,9.20%,14.20%,0.122,0.274,0.25,0.325,0.373,0.319,94,-6,-46.5,-16.7,13.9,117.3,92.14791, ,
1992,Padres,2147,6070,135,616,576,69,7.50%,14.20%,0.132,0.279,0.255,0.313,0.386,0.314,95,-7.5,-42.3,75.2,23.5,218.6,57.69462, ,
1968,Cubs,1960,6018,130,612,576,41,6.90%,14.20%,0.124,0.264,0.242,0.298,0.366,0.302,93,-1.5,-43.3,19,20.8,166.8,105.16122, ,
1969,Cardinals,1924,6152,90,595,561,87,8.20%,14.20%,0.106,0.285,0.253,0.316,0.359,0.306,89,1,-78.9,34.5,17.7,161.1,106.17453, ,
1983,Mariners,1789,5907,111,558,536,144,7.80%,14.20%,0.12,0.264,0.24,0.301,0.36,0.297,80,-3.3,-141.1,-54.4,-0.2,-3.5,66.6012, ,
1967,White Sox,2214,5916,87,529,479,124,7.90%,14.20%,0.096,0.252,0.226,0.291,0.322,0.278,84,-1.5,-101.5,109.8,17.6,162.8,135.38774, ,
1972,Expos,2048,5817,91,513,462,68,8.10%,14.20%,0.092,0.261,0.234,0.303,0.325,0.289,78,-8.4,-151.1,49.5,9.6,85,111.66775, ,
1996,White Sox,1786,6497,195,898,860,105,10.80%,14.30%,0.166,0.303,0.281,0.36,0.447,0.352,106,0.9,55,-40.5,24.5,260.8,182.72149, ,
1975,Reds,2148,6419,124,840,779,168,10.80%,14.30%,0.13,0.303,0.271,0.353,0.401,0.345,111,20.8,103.6,99.1,43.2,407.2,243.09467, ,
1993,Yankees,1724,6359,178,821,793,39,9.90%,14.30%,0.156,0.304,0.279,0.353,0.435,0.35,114,-5.2,101.6,22.8,32.7,325.6,136.60145, ,
1998,Orioles,2017,6304,214,817,783,86,9.40%,14.30%,0.174,0.291,0.273,0.347,0.447,0.347,109,-3.8,66,-29.3,24.9,254.9,101.72149, ,
1991,Pirates,2215,6265,126,768,725,124,9.90%,14.30%,0.135,0.291,0.263,0.338,0.398,0.33,109,6.4,70.3,23.1,31,293.4,178.81466, ,
1977,Rangers,1775,6342,135,767,704,154,9.40%,14.30%,0.135,0.299,0.27,0.342,0.405,0.333,104,1.2,33.6,41,29.3,287,159.80135, ,
1962,Tigers,2026,6232,209,758,719,69,10.40%,14.30%,0.163,0.26,0.248,0.33,0.411,0.331,98,6,-9.9,24.3,19.9,193.3,135.36137, ,
1993,Mariners,1784,6288,161,734,681,91,9.90%,14.30%,0.146,0.283,0.26,0.339,0.406,0.33,99,-8.7,-17.3,28,21,209.7,124.22802, ,
1958,Cubs,2012,5883,182,708,666,39,8.30%,14.30%,0.161,0.285,0.266,0.331,0.427,0.335,99,2.2,-3.4,33.4,22.5,213.8,44.18809, ,
1991,Cubs,2291,6130,159,695,654,123,7.20%,14.30%,0.138,0.272,0.253,0.309,0.39,0.313,90,-0.9,-68.1,38.5,17.5,166,126.4013, ,
1971,Red Sox,1931,6107,161,691,650,51,9.00%,14.30%,0.145,0.272,0.252,0.322,0.397,0.326,98,-1.1,-17,52.6,24.1,215.9,104.38799, ,
1957,Dodgers,1851,5943,147,690,648,60,9.30%,14.30%,0.135,0.275,0.253,0.325,0.387,0.318,88,2.8,-81.1,73.1,17.3,165.3,129.12129, ,
1984,Orioles,1957,6187,160,681,647,51,10.00%,14.30%,0.139,0.273,0.252,0.328,0.391,0.324,101,-4.1,4.5,37.6,24.7,236,109.82797, ,
1984,White Sox,2085,6155,172,679,640,109,8.50%,14.30%,0.148,0.264,0.247,0.314,0.395,0.318,94,2.1,-40.7,-6.6,15.4,145.6,97.53465, ,
1992,Indians,1723,6201,127,674,637,144,7.20%,14.30%,0.117,0.294,0.266,0.323,0.383,0.319,98,1.6,-15.1,-0.6,19.2,177.5,123.41461, ,
1960,Giants,1925,5923,130,671,622,86,7.90%,14.30%,0.138,0.28,0.255,0.317,0.393,0.315,96,1.3,-26.3,33,20.8,197.1,94.68131, ,
1981,Mets,1511,3886,57,348,325,103,7.80%,15.50%,0.108,0.283,0.248,0.308,0.356,0.303,90,5.2,-38.7,-10.5,8.6,74.5,-133.10548, ,
1988,Indians,1661,6046,134,666,629,97,6.90%,14.30%,0.126,0.286,0.261,0.314,0.387,0.313,94,-4.2,-48.6,-65.4,9.2,81.1,105.12129, ,
1958,Phillies,1930,6080,124,664,630,51,9.40%,14.30%,0.135,0.295,0.266,0.339,0.4,0.328,95,0.9,-34.9,-27.1,13.8,128,69.668, ,
1963,Dodgers,2006,6044,110,637,584,124,7.50%,14.30%,0.106,0.278,0.251,0.309,0.357,0.297,98,0.8,-10.2,7.2,22.4,197,153.32119, ,
1966,Astros,1998,6162,112,609,570,90,8.00%,14.30%,0.111,0.284,0.255,0.318,0.366,0.303,93,3.4,-46.9,-45.4,13.2,111.5,102.16122, ,
1965,Astros,1968,6118,97,569,523,90,8.20%,14.30%,0.103,0.265,0.237,0.305,0.34,0.29,85,4.4,-98.4,-31.7,7.5,60.7,129.0678, ,
1971,Indians,2188,6061,109,543,507,57,7.70%,14.30%,0.104,0.264,0.238,0.3,0.342,0.294,78,-1.1,-146.7,12.1,5.2,44.3,97.92114, ,
1968,Indians,2151,5983,75,516,476,115,7.10%,14.30%,0.094,0.263,0.234,0.292,0.327,0.283,85,3.1,-85.2,64.9,14.9,127.7,109.52109, ,
1981,Athletics,1192,4113,104,458,430,98,8.30%,15.70%,0.131,0.272,0.247,0.312,0.379,0.315,104,2.3,19.8,46.3,20.3,188.5,-82.29207, ,
2003,Red Sox,1933,6530,238,961,932,88,9.50%,14.40%,0.202,0.307,0.289,0.36,0.491,0.364,120,3.5,167.2,-61.5,32.6,330.9,132.49497,$140.1,140.1
1962,Reds,1986,6269,167,802,745,66,7.90%,14.40%,0.148,0.294,0.27,0.332,0.418,0.332,98,-1.9,-15.8,31.4,23.4,227.9,161.34806, ,
1983,White Sox,1969,6164,157,800,762,165,8.50%,14.40%,0.15,0.285,0.262,0.329,0.413,0.33,102,12.3,23.3,24,25.8,247.6,172.21471, ,
1986,Yankees,1758,6325,188,797,745,139,10.20%,14.40%,0.159,0.293,0.271,0.347,0.43,0.344,114,8.1,112.4,-26,30.6,295.2,125.4681, ,
2000,Orioles,1901,6238,184,794,750,126,8.90%,14.40%,0.163,0.293,0.272,0.341,0.435,0.338,98,-3.9,-19,-38.4,15.3,167,109.60145, ,
2004,Padres,2116,6313,139,768,722,52,9.00%,14.40%,0.141,0.301,0.273,0.342,0.414,0.329,103,8.1,30.5,22.3,25.9,265.6,137.64138,$108.6,108.6
1970,Astros,2077,6305,129,744,694,114,9.50%,14.40%,0.131,0.288,0.259,0.332,0.391,0.323,94,8.5,-39.1,-24.1,16,149.8,172.82797, ,
1992,Yankees,1666,6262,163,733,703,78,8.60%,14.40%,0.144,0.284,0.261,0.328,0.406,0.33,107,-0.2,47.5,-34.2,22.8,208.4,123.22802, ,
1985,Angels,1836,6263,153,732,685,106,10.30%,14.40%,0.135,0.274,0.251,0.333,0.386,0.322,99,-1.1,-9.3,16.5,21.8,209.9,173.69462, ,
1963,Giants,2043,6176,197,725,680,55,7.10%,14.40%,0.155,0.275,0.258,0.316,0.414,0.323,109,-5.4,55.9,0,29.6,260.1,94.64138, ,
1990,Royals,1754,6099,100,707,660,107,8.20%,14.40%,0.128,0.299,0.267,0.328,0.395,0.325,102,-5.4,10.3,-75.9,13.5,124.3,125.53465, ,
1963,White Sox,2018,6242,114,683,648,64,9.10%,14.40%,0.114,0.279,0.25,0.323,0.365,0.309,98,4.4,-13.5,77.5,24.8,226.3,178.73455, ,
1977,Angels,1864,6113,131,675,636,158,8.90%,14.40%,0.13,0.281,0.255,0.324,0.386,0.316,98,-0.1,-15.2,-47.7,14.7,141.9,116.69462, ,
2008,Mariners,2068,6176,124,671,631,90,6.80%,14.40%,0.124,0.294,0.265,0.318,0.389,0.31,90,-8.9,-86.1,-36.2,8.9,89,104.97463,$55.0,55
1992,Reds,2191,6162,99,660,606,125,9.10%,14.40%,0.122,0.291,0.26,0.328,0.382,0.319,98,-1.4,-13.3,10.5,20.5,185.7,111.98794, ,
1960,Reds,2020,5939,140,640,604,73,8.60%,14.40%,0.138,0.273,0.25,0.318,0.388,0.316,91,1.9,-62,30.4,16.8,159.4,76.54796, ,
1978,Braves,2093,6066,123,600,558,90,9.10%,14.40%,0.119,0.269,0.244,0.315,0.363,0.308,81,-6.2,-137.6,-20.3,4.5,36.7,100.88121, ,
1994,White Sox,1205,4556,121,633,602,77,10.90%,12.50%,0.156,0.307,0.287,0.366,0.444,0.353,112,3.7,77.7,0,22.6,234.9,-74.55852, ,
1967,Dodgers,2093,6103,82,519,465,56,7.90%,14.40%,0.096,0.266,0.236,0.301,0.332,0.286,90,-2.5,-72.4,-17.1,13.3,108.7,99.65444, ,
2000,Rangers,1874,6364,173,848,806,69,9.10%,14.50%,0.163,0.31,0.283,0.352,0.446,0.347,97,-7,-37.4,-76.8,10.2,114.8,135.29482, ,
2006,Blue Jays,1833,6241,199,809,778,65,8.20%,14.50%,0.179,0.306,0.284,0.348,0.463,0.349,107,-15,43.6,3.4,25.4,263.6,52.54821,$122.1,122.1
1977,Reds,2096,6265,181,802,750,170,9.60%,14.50%,0.162,0.297,0.274,0.345,0.436,0.344,108,12.7,69.9,34.7,31.5,306.1,115.02812, ,
1966,Braves,2121,6286,207,782,734,59,8.10%,14.50%,0.161,0.279,0.263,0.326,0.424,0.329,106,-2.9,38.8,21.9,30,268.6,125.90808, ,
1997,White Sox,2014,6201,158,779,740,106,9.20%,14.50%,0.144,0.298,0.273,0.341,0.417,0.334,100,-0.8,1.2,-43.1,17.2,175.9,140.92139, ,
2003,Athletics,1806,6189,176,768,742,48,9.00%,14.50%,0.162,0.273,0.254,0.327,0.417,0.322,95,5.2,-35.5,-49.1,12.7,128.9,129.92139,$54.6,54.6
1963,Cardinals,2054,6269,128,747,697,77,7.30%,14.50%,0.132,0.303,0.272,0.327,0.404,0.323,101,1.7,10.7,66,31.5,284.1,142.37468, ,
2006,Giants,2170,6136,163,746,711,58,8.10%,14.50%,0.163,0.282,0.259,0.324,0.422,0.32,88,-15.8,-116.2,73.5,15.7,162.6,95.05474,$75.3,75.3
2003,Orioles,1759,6241,152,743,695,89,6.90%,14.50%,0.138,0.293,0.268,0.323,0.405,0.318,94,11,-35.3,-21.2,15.6,158.8,135.80135,$67.2,67.2
1979,Reds,2065,6211,132,731,686,99,9.90%,14.50%,0.132,0.292,0.264,0.338,0.396,0.327,100,2.8,2.7,49.1,26.7,259.9,146.96132, ,
2001,Royals,1837,6176,152,729,691,100,6.60%,14.50%,0.143,0.291,0.266,0.318,0.409,0.314,82,1.5,-135.4,35.8,11.3,114.8,111.50803, ,
1978,Reds,2241,6190,136,709,669,137,10.30%,14.50%,0.138,0.282,0.256,0.334,0.393,0.328,103,5.9,24.1,3.8,24.9,226.6,132.68131, ,
1995,Orioles,1566,5531,173,704,668,92,10.40%,14.50%,0.166,0.28,0.262,0.342,0.428,0.34,99,-2.6,-9.6,23.8,19.9,204.1,37.61476, ,
1963,Tigers,1943,6229,148,699,649,73,9.50%,14.50%,0.13,0.276,0.253,0.327,0.382,0.317,98,4.7,-13.3,67.3,23.8,215.9,150.98794, ,
1980,Angels,1721,6134,106,698,655,91,8.80%,14.50%,0.114,0.297,0.265,0.332,0.378,0.321,97,-7.6,-26.1,-80.6,10.4,94.8,160.28126, ,
1969,Senators,2227,6196,148,694,640,52,10.20%,14.50%,0.128,0.274,0.251,0.33,0.378,0.322,101,-2.4,3.7,66.7,26.6,246.1,156.28126, ,
1966,Reds,2106,6043,149,692,651,70,6.50%,14.50%,0.135,0.283,0.26,0.309,0.395,0.309,88,-2,-89.1,-19.4,10.7,91.4,110.53465, ,
1972,Pirates,1923,6020,110,691,654,49,6.70%,14.50%,0.123,0.306,0.274,0.324,0.397,0.325,105,0.4,36.3,48,32.2,277.4,104.38799, ,
1961,Orioles,2065,6210,149,691,638,39,9.40%,14.50%,0.136,0.278,0.254,0.326,0.39,0.32,95,-2.4,-39.1,90.5,24.7,244.1,122.4013, ,
1974,Athletics,2001,6048,132,689,637,164,9.40%,14.50%,0.127,0.27,0.247,0.321,0.373,0.319,106,-1.5,36,16,26,242.2,164.14791, ,
1978,Pirates,2025,6035,115,682,631,208,7.90%,14.50%,0.128,0.286,0.257,0.32,0.385,0.316,94,8.2,-33.2,3.6,18.1,164.1,126.26795, ,
1990,Padres,2121,6213,123,673,628,138,8.20%,14.50%,0.123,0.285,0.258,0.321,0.38,0.313,91,2,-63.7,-11.4,14.9,138.1,130.1346, ,
1993,Mets,2146,6057,158,672,632,79,7.40%,14.50%,0.142,0.267,0.248,0.305,0.39,0.308,85,-3.8,-117.6,17.3,11.4,112.9,103.4013, ,
1982,Twins,1658,6115,148,657,624,38,7.80%,14.50%,0.138,0.28,0.257,0.316,0.396,0.318,90,-5.3,-79.2,35.2,15.2,146.7,72.96132, ,
1964,Giants,2147,6194,165,656,608,64,8.20%,14.50%,0.137,0.265,0.246,0.31,0.382,0.306,94,1.4,-42.9,29.1,21.5,195,107.98794, ,
1956,Senators,1997,6042,112,652,612,37,11.40%,14.50%,0.127,0.28,0.25,0.341,0.377,0.325,90,-2.5,-76.7,-68.7,6.1,56.6,116.85459, ,
1964,White Sox,2073,6229,105,641,583,74,9.00%,14.50%,0.106,0.276,0.247,0.32,0.353,0.302,93,2,-51.5,136.2,26.5,250,167.61451, ,
1985,Expos,2217,6053,118,633,593,169,8.10%,14.50%,0.128,0.273,0.247,0.31,0.375,0.303,92,1.4,-56.4,42.2,19,181.2,103.00125, ,
1978,Expos,2104,6064,121,633,589,80,6.50%,14.50%,0.125,0.281,0.254,0.306,0.379,0.308,91,0.5,-58.3,109,26,245.4,92.70793, ,
1976,Orioles,1771,6091,119,619,576,150,8.50%,14.50%,0.115,0.269,0.243,0.31,0.358,0.31,104,5.9,28.7,-6.5,22.8,206.5,132.74786, ,
1971,Astros,2034,6105,71,585,547,101,7.80%,14.50%,0.1,0.273,0.24,0.302,0.34,0.293,84,2.6,-106.1,30.8,13.3,117.3,145.0678, ,
1966,White Sox,2260,6016,87,574,524,153,7.90%,14.50%,0.1,0.259,0.231,0.297,0.331,0.28,86,4.2,-87.2,96.7,18.1,169.3,157.22777, ,
1989,Dodgers,2109,6124,89,554,513,81,8.30%,14.50%,0.099,0.27,0.24,0.306,0.339,0.292,87,-7.1,-93.8,36.1,14,129.9,116.64113, ,
1988,Orioles,1706,5979,137,550,517,69,8.40%,14.50%,0.121,0.259,0.238,0.305,0.359,0.3,88,-7.4,-89,-40.4,7.1,63.5,61.17453, ,
2003,Braves,2137,6378,235,907,872,68,8.50%,14.60%,0.192,0.302,0.284,0.349,0.475,0.354,112,9.5,105.3,46.7,35.6,361.3,119.66825,$152.9,152.9
1997,Yankees,1773,6527,161,891,846,99,10.40%,14.60%,0.15,0.316,0.286,0.362,0.436,0.351,111,-4.3,88.7,-83.6,22.8,234.3,204.02812, ,
1998,White Sox,1891,6281,198,861,806,127,8.80%,14.60%,0.172,0.291,0.271,0.339,0.444,0.341,103,5.3,30.6,-10.6,23.2,237.3,153.44148, ,
1977,Red Sox,1588,6182,213,859,828,66,8.50%,14.60%,0.183,0.301,0.282,0.346,0.465,0.355,111,-1.2,78.5,-0.5,29.3,285.1,97.40155, ,
1985,Orioles,1905,6212,214,818,773,69,9.70%,14.60%,0.167,0.279,0.263,0.336,0.43,0.34,111,-5.3,76.8,-37.3,25.3,240.6,146.4681, ,
1988,Athletics,1870,6356,156,800,752,129,9.10%,14.60%,0.136,0.288,0.263,0.336,0.399,0.332,113,0,92.3,-6.3,31.4,291,208.24133, ,
1971,Pirates,1990,6278,154,788,744,65,7.50%,14.60%,0.142,0.301,0.274,0.33,0.417,0.335,112,2.8,86.7,47.9,37.4,332.7,149.92139, ,
1963,Twins,2006,6226,225,766,721,32,8.80%,14.60%,0.175,0.267,0.254,0.324,0.43,0.335,108,3,61,72.1,32.6,294.9,94.4681, ,
1973,Giants,2077,6274,161,739,684,112,9.40%,14.60%,0.144,0.287,0.262,0.335,0.407,0.333,102,4.9,20.9,26.3,25.8,240.3,126.65469, ,
1998,Twins,1838,6263,115,734,691,112,8.10%,14.60%,0.123,0.297,0.266,0.328,0.389,0.317,83,-1.2,-137.6,-122.9,-4.5,-43.8,167.97463, ,
2007,Cardinals,2357,6211,141,725,690,56,8.10%,14.60%,0.132,0.303,0.274,0.337,0.405,0.326,94,-12.7,-61.3,40.6,18,184.4,117.80135,$100.7,100.7
1983,Phillies,2279,6199,124,695,646,143,10.30%,14.60%,0.124,0.277,0.25,0.329,0.374,0.315,94,-2,-45.8,-23.4,13.9,129,167.57458, ,
1989,Royals,1876,6151,101,690,653,154,9.00%,14.60%,0.112,0.293,0.261,0.329,0.373,0.318,98,8.3,-3.6,-56.4,15.4,139.4,165.14791, ,
2007,Giants,2277,6213,131,683,641,119,8.60%,14.60%,0.133,0.281,0.254,0.322,0.387,0.31,81,-4.7,-158.1,60.6,10.5,107.7,122.12129,$58.8,58.8
1967,Pirates,2078,6255,91,679,615,79,6.20%,14.60%,0.103,0.314,0.277,0.324,0.38,0.313,101,5.9,13.9,26.7,28.3,243.8,136.1346, ,
2010,Royals,1760,6209,121,676,640,115,7.60%,14.60%,0.126,0.305,0.274,0.331,0.399,0.323,98,-28.4,-42.1,-69.5,10.4,100.5,84.24133,$62.5,62.5
1958,Dodgers,2018,5804,172,668,627,73,8.50%,14.60%,0.151,0.268,0.251,0.317,0.402,0.32,86,-0.6,-104.4,2.8,8.6,79.8,68.52134, ,
1972,Red Sox,1857,5866,124,640,594,66,8.90%,14.60%,0.129,0.273,0.248,0.318,0.376,0.317,101,3.7,7.2,-12.5,18.6,152.2,107.42792, ,
1989,Pirates,2211,6261,95,637,584,155,9.00%,14.60%,0.118,0.27,0.241,0.311,0.359,0.3,92,2,-51.5,63.4,21.8,203.7,148.17453, ,
1964,Dodgers,2050,6120,79,614,555,141,7.20%,14.60%,0.09,0.284,0.25,0.305,0.34,0.288,89,7.4,-71.8,40.8,19.3,175.3,174.0678, ,
1965,Dodgers,2014,6107,78,608,548,172,8.10%,14.60%,0.091,0.279,0.245,0.312,0.335,0.291,91,5.9,-53.9,100,25.6,236.5,180.93445, ,
1977,Mets,2141,6071,88,587,525,98,8.70%,14.60%,0.102,0.275,0.244,0.313,0.346,0.296,82,-8.9,-143.4,30.3,8.5,82.3,131.62782, ,
1991,Indians,1720,6070,79,576,546,84,7.40%,14.60%,0.096,0.288,0.254,0.313,0.35,0.301,85,-6.3,-115.8,-32.8,4.7,43.7,110.3345, ,
1999,Rangers,1807,6389,230,945,897,111,9.60%,14.70%,0.186,0.313,0.293,0.361,0.479,0.363,109,-2.1,74.6,-20.4,26.3,281.5,147.37493, ,
2003,Cardinals,2334,6466,196,876,827,82,9.00%,14.70%,0.175,0.302,0.279,0.35,0.454,0.346,109,9.2,83.9,53.4,34.4,349.5,142.70818,$148.0,148
1999,Royals,1865,6325,151,856,800,127,8.50%,14.70%,0.151,0.312,0.282,0.348,0.433,0.342,94,7.9,-40.4,16.7,19,201.3,176.74811, ,
1999,Red Sox,1862,6321,176,836,808,67,9.40%,14.70%,0.17,0.303,0.278,0.35,0.448,0.349,102,-4.1,8.2,23,24.2,256.1,118.14816, ,
1987,Twins,1805,6090,196,786,733,113,8.60%,14.70%,0.168,0.28,0.261,0.328,0.43,0.329,95,-7.5,-44.1,-7.3,15.4,156.2,114.4681, ,
1993,Orioles,1684,6310,157,785,744,73,10.40%,14.70%,0.146,0.293,0.267,0.346,0.413,0.338,104,-6.4,24.3,52.8,27.8,276.8,157.21471, ,
1974,Reds,2163,6373,135,776,714,146,10.90%,14.70%,0.135,0.289,0.26,0.343,0.394,0.336,108,11.8,71.5,90.2,38.6,359.8,197.10798, ,
1987,Angels,1765,6301,172,770,709,125,9.40%,14.70%,0.148,0.274,0.252,0.326,0.401,0.319,95,3.7,-39.1,19.4,19.3,195.2,173.09467, ,
2006,Angels,1950,6221,159,766,737,148,7.80%,14.70%,0.15,0.301,0.274,0.334,0.425,0.327,95,11.3,-27.4,-12.1,17,176.5,107.33475,$81.7,81.7
1973,Athletics,2210,6257,147,758,714,128,9.50%,14.70%,0.129,0.286,0.26,0.333,0.389,0.327,109,6.2,69.1,66,36,341.6,191.97463, ,
1991,Braves,2326,6182,141,749,704,165,9.10%,14.70%,0.135,0.284,0.258,0.328,0.393,0.324,99,2.8,-4.4,-62.3,14.3,130.6,172.68131, ,
