Begging for Disruption: EdTech Procurement,Leadership,Panel,Basic Understanding,"Celina Morgan-Standard, Hal Friedlander, Harold Levyæ","EdTech Procurement is broken. American K-12 schools spend over $20 billion annually on instructional materials for students. This money is often spent without any measure of the impact on students.  As a result, schools unintentionally waste public funds, provide students inferior or inappropriate materials and perpetuate a system that makes it difficult for new, more effective curricula and instructional materials to break into the market, chilling investor interest in building solutions. Our panel will shed light on opportunities and new models to unlock K-12 edtech market and innovations that can make edtech procurement more transparent and responsive.",procurement,leadership,administrative
Beyond Buzz: Credentialing & Competency Revolution,Leadership,Panel,Basic Understanding,"Goldie Blumenstyk, Jake Schwartz, Holly Zanville, Mike Buttryæ","Policymakers have longed called for a system of higher education that is better aligned to fit the goals of the student and meet employerÍs workforce needs. After years of talk, change is upon us. National efforts are underway to rethink credentials, while accelerated learning and competency-based education are beginning to achieve measurable and significant outcomes. Several large questions remain. Is it truly scalable?  Will this be the ñrevolutionî where higher education is forced to meet the demands? Is this what higher education and our society really need?",competency-based education,credentials,innovation
Boot Camp for Building a Student Privacy Program,Leadership,Panel,Basic Understanding,"Teddy Hartman, Kobie Pruitt, Paige Kowalski, Denis Taylowæ","""Enough debating privacy! Now let's act!"" This panel will focus on the nuts and bolts of creating a comprehensive privacy program. For schools and districts looking to comply with Fair Information Practices, FERPA, COPPA, PPRA and new state laws, while writing strong contracts and meeting parental expectations„the challenge is one of focus and expertise. This panel will provide an intense information-packed ïboot campÍ style experience to give participants practical tools, tips, tactics and the basic knowledge base to build, implement and execute a student data privacy program.  ",student privacy,data privacy,CPE Credit
Breaking the University From the Inside Out,Leadership,Panel,Basic Understanding,"Josh Kim, Sean Hobson, Paul Freedman, Allison Dulin Salisburyæ","Higher education does plenty of R&D on everything from anthropology to zoology, but it lacks frameworks for incubating, testing and implementing ideas about teaching and learning within universities. To foment ñmore than incrementalî change, some schools are creating safe-to-fail sandboxes where academics can run pilots with EdTech entrepreneurs and measure the effects of those experiments. This session will highlight examples of these emerging R&D models and ask two questions: How can we intentionally design universities to change fast„even as fast as the needs of students themselves are changing? And what is the role of EdTech organizations„either for-profit or not„in these sandboxes?  ",higher education,pilot,digital learning
Culture By Design,Leadership,Panel,Basic Understanding,"Eric Chagala, Ashley Auspelmyer, Lisa Abel-Palmieri, Ph.Dæ","Design thinking has almost become a buzzword in progressive education, but what does ïdesignÍ as a manifesto actually benefit the culture and practice of educators? How does people-centered problem solving work out in the professional development of a staff? What role does design thinking play in brand strategy and strategic planning for schools? In this panel hear examples from the current context of four design-minded educators from across the country who believe that empathetic practices will cause schools to grow as teams and impact local communities in a big way. Q&A and tweetup to follow.",design thinking,culture,leadership
Driving Student Voice in Educational Design,Leadership,Panel,Basic Understanding,"Ashley Simon, Owen Brown, Courtney Brousseau, Cynthia Erenasæ","The most common voice left out of education is that of students. During this panel, XQ student ambassadors will participate in a student-driven conversation about  todayÍs American high schools and how change must involve student perspectives. The first part of the panel will be a discussion about what is happening in high school today, how and where we are failing to prepare students and ideas for what can be different. The second part of the discussion will be opened to the audience, who can query the panelists to test their ideas and thoughts by asking the opinion of the student ñfocus group.î",students,movement,design
Finding the Medium,Leadership,Panel,Basic Understanding,"Frederick Hess, Gabe Kleinman, Jos_ Luis Vilson, Randi Weingartenæ","The education debate has become a political football. From Washington to Silicon Valley, policymakers, hedge-fund managers, tech millionaires and more set a debate about education policy that is grounded more in personal opinion than evidence or lived experience. And all too often, the voices of those on the front lines, educators and school staff, are drowned out. We are using innovative approaches with the Medium platform to elevate the voices of teachers, and engage them in meaningful dialogue with policymakers and other interested parties to help bridge the divide and ensure that educators and schools have a voice in finding solutions--not simply having ""solutions"" forced on them.",technology,conversation,teacher leadership
Making Higher Ed Work for K-12,Leadership,Panel,Basic Understanding,"Mary Gonzalez, Anna Fox, Morgan Smith, Wesley Brownæ","Universities are increasingly being called upon to partner with school districts that are struggling or could use assistance, but with collaboration can come challenges. In 2013, for example, Texas A&M University-Kingsville partnered with the Premont Independent School District, which was nearly shutdown in 2011. More recently, Tarleton State University entered into a partnership with Marlin Independent School District as part of the latter's effort to transform into a successful and sustainable learning environment for students. Participants in both of these efforts will discuss how school districts can get the most out of such arrangements and lessons they've learned along the way.",collaboration,university partnerships,CPE Credit
Moving the Needle: Innovation and Change in EdTech,Leadership,Panel,Basic Understanding,"Kecia Ray, Kari Stubbs PhD, Sheryl Nussbaum-Beachæ","Join representatives from the ISTE board of directors (International Society for Technology in Education) for a spirited discussion related to the future of learning. Leveraging the Horizon K12 reportÍs 2015 edition for key trends accelerating the adoption of technology to guide the discussion, these ed tech industry leaders will debate and discuss systemic solutions from diverse vantage points. Plus, the audience will be invited to ask tough questions and join this engaging conversation.",iste,systems thinking,partnerships
Real Examples: Teacher-Entrepreneur Collaboration,Leadership,Panel,Basic Understanding,"Michelle Grezner, Emily Gover, Steve Isaacs, Talia Arbitæ","Creating better EdTech means fostering collaboration between teachers and EdTech entrepreneurs. At SXSW 2015, the team behind the Twitter community #edtechbridge asked educators and EdTech creators how to extend collaboration beyond 140 characters. This year, a panel of #edtechbridge community members will share their experiences working together outside of Twitter. The panel comprises two teachers and two EdTech developers who have forged mutually beneficial relationships that influenced the development and successful classroom integration of products. Panelists will give advice on navigating, understanding and respecting teacher and EdTech cultures in order to make great EdTech together.",collaboration,edtech bridge,CPE Credit
The Dog Ate My Charger: Overcoming EdTech Barriers,Leadership,Panel,Basic Understanding,"Maia Sharpley, Karl Rectanus, Ted Brodheim, Sherry Hageæ","From real-time cloud-based assessments to augmented reality, we are surrounded by new educational technologies that are drastically changing teaching and learning. But how ready are we to use these technologies to our advantage in order to improve student outcomes? Join this conversation to understand what barriers we need to overcome to successfully implement EdTech in K-12 and higher education. Through real-world examples and case studies, this session will transform how you approach EdTech in your classroom or workplace. ",edtech,k12,higher education
The Science of Teacher Hiring,Leadership,Panel,Deep Understanding,"Wayne D'Orio, Tennille Jeffries-Simmons, Dan  Goldhaberæ","Roughly 600,000 teachers are hired each year in the United States. So if there's one task you would imagine principals and superintendents are good at, it's hiring the right candidate. That's not even close to true. In fact, the vast majority of teachers hired are chosen by factors that are proven not to have any influence in how well they teach children, such as grade-point average and where they went to school. Learn how Spokane Public Schools in Washington, with the help of researcher Dan Goldhaber, has changed its hiring practices to snare the best candidates and subsequently improve student achievement. ",hiring practices,,CPE Credit
Think Rethink! CrowdSourcing Innovation,Leadership,Panel,Basic Understanding,"Keith Yamashita, Michelle  Kydd Lee , Michael Marriner, Hillary Moglenæ","As cultural attention increases for interest-driven learning experiences, new movements invite fresh thinking and support from the crowd and ask: what happens when great ideas are not just heard, but valued, supported and even funded? When we encourage, respect and validate student voice, grow collaborations between students, teachers, within and across communities„how will crowdsourced support help shape the future of how we learn? Architects of XQ: The Super School Project, Think It Up and Road Trip Nation share how each group draws on the power of the crowd in their missions to help students uncover their passions, and in the call for American ingenuity, move education forward. ",crowd funding ,rethink high school ,student voice
What Higher EdÍs Top 10 IT Issues Mean for You,Leadership,Panel,Basic Understanding,"Brad Wheeler, Keith McIntosh, Stephen diFilipo, Susan Grajekæ","Higher education IT and institutional leaders use EDUCAUSEÍs annual Top 10 IT Issues to inform their IT strategies and set priorities. With so much change facing higher education and affecting IT, this north star has never been more important. Technology's transformative impact on teaching and learning as well as on administration and the IT profession itself are all top of mind. Analytics, privacy and big data are also having a major impact.  Join as EDUCAUSE and leading CIOs in higher education debate 2016's trends and their implications.",higher education,it management,transformation
Beyond Walls: Art Museums and Online Learning,Learning Spaces,Panel,Basic Understanding,"Anne Kraybill, Bruce Friend, Claire Moore, Emily Koteckiæ","Museums are using technology to dramatically expand their reach and impact audiences in new ways. Whereas historically art museums played a supplementary role in education, both onsite through field trips and off site through reproductions, innovations in technology have enabled museums to explore new program formats that provide choice and personalized experiences for learners. This moderated discussion with the Metropolitan Museum of Art, Crystal Bridges Museum of Art and the North Carolina Museum of Art will explore ways online, flipped and blended learning models are used to enhance and enrich student and teacher learning.",museum,online learning ,CPE Credit
Collaboration Culture by Design,Learning Spaces,Panel,Basic Understanding,"Alex O'Briant, Amy Edmondson, Eric Hirstæ","Collaboration is a fundamental human endeavor: people work together to achieve things they cannot achieve alone. Increasingly, new learning spaces and school curricula are shaped by a team-based model of collaborative engagement, and collaboration as a concept is all the rage. But how do we move beyond the ñcollaborationî buzzword? What are the components of a well-designed collaboration culture that fosters meaningful and productive group interactions? And how do we measure success? This panel will explore the ways that design and institutional culture can merge to create intellectual communities that prioritize learning over teaching and teamwork over individual achievement. ",culture shift,design thinking,CPE Credit
Great Moments in Teaching. Really?,Learning Spaces,Panel,Basic Understanding,"Arthur Levine, Jeffrey Youngæ","Hosted by The Chronicle of Higher Education: Presented by The Chronicle of Higher Education (and inspired by Mystery Science Theater 3000), this session will feature short video clips of professors using a variety of teaching approaches, while a panel of (sometimes irreverent) experts and audience members provide running commentary on what works and what does not.",teaching,entrepreneurialism,transformation
Hacking Education Through Libraries,Learning Spaces,Panel,Basic Understanding,"Bud Hunt, Carolyn Foote, Joyce Valenza, Miguel Figueroaæ","What is the value added of school libraries going forward? Librarians are a powerful tool for hacking change in the culture and changing practice of a school environment.  Explore ways that librarians can be change agents and how they can facilitate and address such issues as: equity, access, social justice, informal and self-directed learning (free-range learning), meaningful student communication products, digital workflow and the development of new literacies. A rapid fire presentation followed by Q&A will explore trends and potential partnerships for librarians and school leadership. ",libraries,learning commons,CPE Credit
Innovation in Libraries ,Learning Spaces,Panel,Basic Understanding,"Alexis Rossi, Shana Kimball, Chris Barr, Grif Petersonæ","Hosted by the Knight Foundation: Librarians and their partners are working to advance libraries in the digital age to meet new needs in their communities. Libraries are expanding their work, forging collaborations and rethinking their services. In this session past Knight News Challenge Libraries winners will discuss their work and how they hope innovation can lead to vibrant libraries of the future. The submission period for the next Knight News Challenge on Libraries will be open during SXSW. The challenge is an open call from Feb. 21 - March 24 for ideas with $3 million in funding for projects that answer the question: ñHow might libraries serve 21st century information?î",libraries,innovation,grants
No Barriers: Models for Making in Your Community,Learning Spaces,Panel,Basic Understanding,"Robin Gose, Trevor Taylor, Sam Dean, Sarah Koikæ","The maker movement promises to provide several unique access points for STEM learning and creative expression for our communities. Making provides a rich foundation for inventive, iterative play, key ingredients to innovative thinking and 21st century skills. However, without significant planning, capital and a dedicated space, many communities' ideas for makerspaces tend to fizzle out. In this session we will look at different approaches to making and makerspaces, addressing some of the barriers of entry for beginning a community makerspace and demonstrate a framework that will help community leaders and educators start making with their communities, no matter what their current resources.",makerspaces,tinkering,education
The Technology Test Kitchen: Learning by Doing,Learning Spaces,Panel,Basic Understanding,"Robbie Melton, Frank Tomsic, Angela Gunder, Ann Musgroveæ","In response to a demand for more community-of-practice approach at faculty development seminars, a group of educators designed a new learning space concept _ the Technology Test Kitchen. The Technology Test Kitchen is a makerspace where participants are guided by ""chefs"" who talk about design, discuss ""recipes"" (quick how-to guides), utilize apps, brainstorm curriculum strategies, explore new media and provide 1:1, hands-on sharing with learning technologies. This session will delve into the Technology Test Kitchen and provide direction on how to successfully showcase this approach at your school, using resources developed by the Technology Test Kitchen pioneer ""chefs.î",makerspaces,edtech,team building
Can Media Teach Character Strengths & Life Skills?,SEL,Panel,Field Experience,"Darla Anderson, Yalda T Uhls, Jeff Kleeman, Ed Bowersæ","Media can affect children's social and emotional learning (SEL), which has implications for moral development and achievement. So, in partnership with the John Templeton Foundation and Bezos Family Foundation, Common Sense has developed tools, SEL-sensitive ratings & write-ups of visual and interactive media, to enrich children's character virtues and life skills. This session will distinguish virtues from skills and articulate how both are vital for healthy functioning. Next, it will review how stories (e.g., campfire tales, video game simulations) influence SEL. Last, it will demonstrate how parents, teachers and kids can use Common Sense's tools to find inspirational, educational media.",common sense media,media,CPE Credit
Changemaker Ed: Transforming How Kids Grow Up,SEL,Panel,Basic Understanding,"Luis Perales, Tomàs Alvarez III, West Willmore, Greg Van Kirkæ","We live in a world of uncertainty defined by rapid change. While we do not know what tomorrow's problems will be, we know we will need everyone equipped to deal with them. Educators are uniquely positioned to empower students to be changemakers „ able to collaborate, create, and act empathetically in ambiguous and changing environments. In this session, we bring together a dynamic panel pioneering innovative ways of empowering youth to be agents of change in the world. Drawing on diverse experiences and approaches, panelists will discuss why we must transform the way in which kids grow up and how they are doing it in their own schools and communities. ",empathy,social impact,CPE Credit
"Optimizing Ed: UDL, Tech & Personalized Learning",Special Needs,Panel,Basic Understanding,"Gabrielle Rappolt-Schlichtmann, David Dockterman, John Galvin, Zoila Lara-Ceaæ","Exciting personalized classrooms are the gold standard, advancing learning for all students. Technology breakthroughs and cutting-edge advances have enabled classrooms to implement Universal Design for Learning (UDL) and to reach kids with learning and attention issues, while improving the classroom experience for everyone. Join experts from CAST, Harvard and Intel Education as they discuss the benefits of and barriers to implementing personalized learning in classrooms. Explore ways UDL can be used as a framework to optimize teaching for all students. Learn how technology breakthroughs are enabling teachers to engage and advance all students.",personalized learning,accessibility,CPE Credit
The Achievement Gap for Struggling Learners,Special Needs,Panel,Basic Understanding,"Jim Wendorf, Margaret  McLeod, Tanya Browne, Ellen  Galinskyæ","The one in five kids with learning and attention issues from low-income backgrounds face unique challenges. The best practices known to the special education community are not always widely available to those in greatest need. At the same time, services available to students in low-income settings do not always focus on the needs of those with these issues. Explore best practices with the ED of Special Education for the Dallas Independent School District and a vice president of the National Council of La Raza. The discussion will highlight ways special education advocates and general education reformers can work together to help give all kids an equal chance to succeed in school and life.",educational equity,learning disabilities,CPE Credit
Why YOU Should Care About Special Education,Special Needs,Panel,Basic Understanding,"Bruce Wexler, Kevin  Custer, Melissa Corto, Sarah Schlessingeræ","From research in neuro-diversity and technology, to federal policy and classroom practice, what we know about special education has changed dramatically over the past ten years„and everyone should care, including YOU. No matter what role you play in education, the information on this panel is relevant to all. The educational, societal and economical implications of investing in, researching and innovating in the field of special education are enormous. Come hear from experts in the field- top research institutions, leading venture firms, educators and entrepreneurs- to learn why special education is important to YOU and why now is the time to get involved in the movement. ",special education services,research,equal access
The Mystery Box Challenge,Arts,Playground Hands On,Basic Understanding,Heather Roesneræ,"The Children's Creativity Museum in SF is dedicated to nurturing a creative mindset in all children and families.  One of our most impactful activities is the Mystery Box Challenge. Using a box of ""mystery ingredients,"" children and adults are given age-appropriate design challenges. This simple activity can be used to effectively build creative confidence, encourage risk-taking, practice perseverance and employ critical thinking.  We will share activities you can implement with free or low-cost materials to fit with any content material. We will also share tips on encouraging reflection and asking open-ended questions.",creativity,problem solving,critical thinking
Come Build Your Own Computer,Cognitive Process,Playground Hands On,Basic Understanding,Joanna Bersin æ,"Many people know how to text, tweet and triumph over Angry Birds, but most don't understand the technology that happens underneath. By using a step-by-step approach, Kano will guide learners of all ages through creating the technology we typically just consume„and it's as simple and fun as LEGO. In this interactive session, attendees will have the opportunity to build a computer with Kano, see what's inside and play with code to create art, games and more.",education,computers,stem education
Collaborative Empathy: Teaching for Learning,Continuing Education,Playground Hands On,Basic Understanding,"Caroline Bucker, Lisa Jasinskiæ","Drawing on our international experiences applying design thinking methods in k-12 schools and colleges in the US and Brazil, we will share tools and strategies for educators to empathize with and understand their learners.  Empathy epiphanies, acquired through observation and interactions, can inform pedagogical strategies, content, instructional spaces and assignments according to learnersÍ preferences and needs. Attendees will learn how and when to extend their ""Antennae Hacks,"" in order to spot opportunities ripe for change; identifying ways that learners already modify systems, structures, policies, objectives and environments to meet their needs. ",design thinking,empathy,empowerment
Invent Your Own Internet of Things: STEAM and IoT,Early Learning,Playground Hands On,Basic Understanding,"David Weiss, Joachim Hornæ","Join SAM Labs and you'll be creating your own wireless Internet of Things inventions while learning science, technology, engineering, art and mathematics skills. No coding, no wires. YouÍll be shown how to use SAM Labs' kits to instantly create wireless systems and connect them to the Internet without any coding skills needed. You'll be learning how to use our wireless blocks and simple app to understand the basics of programming, logics, the Internet of Things and engineering. You'll be inventing in no time, whether expert of beginner.",internet of things,iot,engineering
Virtual Exchange Meets Virtual Reality,Gaming,Playground Hands On,Basic Understanding,"Grace Lau, Hannah Weitzeræ","Technology allows us to connect communities we may otherwise never encounter, offering the ability to approach the world with greater empathy. Virtual exchanges and virtual reality provides the incredible opportunity to make the nightly news come alive. WeÍd like to showcase our collaboration with Nonny de la PeÐaÍs lab at USC combining virtual reality with virtual exchange through a project entitled Reimagine: Syria.  Students from Los Angeles were ñdropped intoî a virtual reality recreation to understand the realities of the Syrian crisis. GNG connected these students with Syrian refugee youth in Amman, Jordan.  Participants will have the opportunity to be ñimmersedî in a simulation. ",virtual reality,virtual exchange,global education 
Design Make Go: MakerEd & Tech Integration,Implementation,Playground Hands On,Basic Understanding,"Patrick Benfield, Elizabeth Mikeskaæ","This session is participatory, interactive and hands-on by design. Meant for novices and experts alike, be prepared to engage your heart, mind and hands to explore the fundamentals of constructivism. After an overview of the cultural and pedagogical contexts of making, participants will delve into concepts like tinkering, making thinking visible, human-centered design and best practices for technology integration, followed by an opportunity for Q&A. No makerspace? No problem! The concrete, culturally responsive examples taken away can be used in any setting and budget.",makerspaces,edtech,design thinking
Creative Learning: Constructive Self-Expression,Instructional Strategies,Playground Hands On,Basic Understanding,"Sloan McLain, Theresa Woodæ","Teachers, administrators and non-academic professionals are using creative teaching strategies from the Creative Learning Initiative (CLI) to build community and impact learning. These CLI strategies based in the arts and digital media are drastically transforming teaching and learning in Austin ISD. This school year alone, over 2,500 administrators and teachers have participated in CLI trainings to learn these techniques, realizing their potential to engage students, deepen understanding and make learning more personal and fun! This hands-on session will actively explore versatile, easy-to-learn creative teaching strategies that can be used in a variety of places and spaces.",arts-based instruction,instructional strategies,creative learning
Hack Your Classroom: Build a Culture of Hackers,Instructional Strategies,Playground Hands On,Basic Understanding,"Kristen Messer, Kathy Cambraæ","Come and explore how Manteca USD (23K students, 30 schools, 1200 teachers, 1:1 Windows 8.1 district) is promoting a maker/hacker culture. This hands-on workshop will introduce participants to the pedagogy, tools and resources that support teachers successfully engaging students K-8 in hacking, making and coding activities. Come learn how we are using a cloud-based management system to manage and engage students, and try your hand at simple robotics, circuits/circuit boards and other making/coding activities.",hacking,makers,coding
Inspiring the Innovators of Tomorrow,Instructional Strategies,Playground Hands On,Basic Understanding,"Grant Cox, Rich Kresslyæ","Hosted by VEX Robotics: With the STEM education revolution in full swing, educators everywhere are looking for the most engaging way to excite students about science and engineering.  Robotics projects are inherently tied to all four pillars of STEM education, encourage ""soft skills"" like teamwork or leadership, and are just plain fun!  Learn more about how VEX Robotics is igniting the passion of young engineers all over the world, and try your hand at building (and competing with) your own VEX robot!", stemed ,robots,robotics
Jumpstart Your SchoolÍs Maker Culture,Instructional Strategies,Playground Hands On,Field Experience,John Kilbaneæ,"Discover how to jumpstart your schoolÍs maker culture by engaging parents, students and teachers in learning through making. Then, learn how to grow maker culture by developing curriculum and assessing the impact of making and tinkering. During this workshop you will learn about and takeaway a maker framework, a making and tinkering guide for teachers, a making and tinkering guide for parents, guidance for professional development and tools for assessing impacts of learning through making.",makers,maker education,makerspaces
Student Created Animation Increases Understanding,Instructional Strategies,Playground Hands On,Basic Understanding,"Stephanie Castle, Wes Molyneauxæ",This session is designed to provide a hands-on experience of using stop motion on the iPad. Participants will see examples from the classroom to illustrate how stop motion has been used to allow students to creatively express their understanding of complex processes. Participants will engage in using the iPads to create a simple guided stop motion animation. This practical experience will demonstrate how teachers can apply this activity to assess student learning in their own classrooms. A wide variety of applications in different subjects will be shared and student interviews will describe the capacity this has to improve student learning.,biology ,animation,student creation
TECH IT OUT with SHEbots: Fashion Runway Show!,Instructional Strategies,Playground Hands On,Basic Understanding,Jane Tayloræ,"In this session participants will learn how to use projects to spark interest in STEM with female students. Our robotics component teaches attendees to construct, code and compete with LEGO Mindstorms robots of your own design. Teams will engage in computer coding, as well as problem solving using math, engineering, design concepts and critical thinking. Our fashion component allows attendees to make their own patterns, design and sew garments, and learn math concepts through geometry and symmetry. During the show, employ your creativity and originality to plan and execute a robot fashion show that celebrates STEM„Lights, Camera, Action!",shebotrocks,girlscodefashionbots,girlsinstem
The Fresh Holodeck 2.0: Culturally Responsive Tech,Instructional Strategies,Playground Hands On,Basic Understanding,Jamel Mimsæ,"In the world of EdTech, new technology is itself often considered the solution to student engagement. However, no matter how groundbreaking, technology is only a tool„unevenly accessible urban youth„and just as disengaging if improperly facilitated.  Following the success of last year's demo at SXSWEdu, Fresh Ed returns with The Fresh Holodeck 2.0, an interactive classroom where students self-direct their learning, featuring all original hip hop music.  We've added more content and adapted more technology for classroom use: augmented reality apps, makey-makeys, LittleBits sensors and of course, karaoke - to engage the user in a culturally responsive, interactive classroom experience.  ",hip hop ed  ,culturally responsive education ,interactive design
Are You (Tech) Smarter Than a 5th Grader?,Leadership,Playground Hands On,Basic Understanding,Lacy Bartlettæ,"Manor ISD is a bit famous. It is not only famous for its accessible technology, but for its students, who share their learning with their teachers and community. Adults tend to fear technology in the classroom. It might not work the first time. It might take up too much test prep time. It might even cause you to stop and have a conversation about digital citizenship. But Manor ISD's students are the ones who teach teachers how to integrate technology into their classrooms. With events like our Innovative Teaching and Learning Showcase & Playdate, a purely student led professional development event, let students teach (you) the tech!",student-centered,student-led,technology integration specialist
"Get Out! Sincerely, Your Motor and Creative Skills",Learning Spaces,Playground Hands On,Field Experience,Tommaso Lanaæ,"How do we provide fantastic learning opportunities for children in their schoolsÍ outdoor environments? How do we enable them to open their eyes, senses and minds to movement, play, exploration and creativity in a self-guided way? At The Preschool Museum, Falkensee, Germany, I mixed Italian vibes from the Reggio Emilia Approach and poetical levity of the German ïExperimental Outdoor EducationÍ. With the help of local children and no money, we built a landscape where kids aged 1 to 8, using simple natural elements (wood, rocks, soil & wind), are able to foster their curiosity, perceptual and motor skills, knowledge and empathy. This zero budget approach can be implemented in every school!",creative learning,outdoors,nature
Learning & Attention Issues Through a Child's Eyes,Special Needs,Playground Hands On,Basic Understanding,"Priscilla Rodriguez, Alexander (Sasha) Evansæ","It is one thing to read about how dyslexia, ADHD and other issues can affect a child. It is another thing to actually see it through a childÍs eyes. Understood.org created powerful simulations and videos to help parents experience firsthand what it feels like to struggle with reading, writing, math, organization and focus. See how frustrating it can be when your hand will not write what your brain is telling it to write or when you canÍt complete a simple task even when you are trying to pay attention. Listen to some of the one in five kids in the U.S. who have learning and attention issues describe their experiences and the strategies they have used to succeed.",learning disabilities,video,interactive
Sheriff Bus to Library: How Kids Remix Social Good,Arts,Playground Talk,Field Experience,"Jenn Cook, Jenna Broadbentæ","A group of kids and teachers in rural Guatemala had an idea: could they turn a bus into a library to serve kids without access to books or supplies? Through unified online and offline collaboration, the world got involved to turn this idea into reality. One transformed 1988 sheriff bus later, things got pretty awesome. In an era of connectivity, even young kids can have an active role in changing the world. Using the magic sheriff library bus as a model, we will explore how our classrooms and libraries can support kidsÍ use of technology and creativity to build a new sense of belonging and create meaningful impact in a global community.",sxgood,global education,creative exchange
The Street Arcade: Socially Engaged Video Games,Arts,Playground Talk,Basic Understanding,"Steve Ciampaglia, Kerry Richardsonæ","The Street Arcade is a public new media art project that uses original video games as a platform for community dialogue. The Plug-In Studio, a new media art collective, collaborated with teen artists from ChicagoÍs South Side to create a series of art video games on contemporary social issues, including white privilege and racial profiling. The games were featured in an outdoor street arcade where custom-made cabinets with red knob joysticks and buttons were set up along a sidewalk; as community members gathered to play the games, the teen artists engaged them in dialogue about the issues. Lead artists/Plug-In Studio founders Kerry Richardson and Steve Ciampaglia share their experiences.",video games,socially engaged art,teens
"See2Achieve: Virtual Reality, Vision and Learning",Early Learning,Playground Talk,Basic Understanding,"Len Scrogan, Jennifer Simonsonæ","Healthy vision deeply influences a childÍs achievement in reading, learning, success in sports and future career choices. Hear from both an educational technologist and a doctor of optometry and vision therapy as we show how virtual reality is fostering unanticipated benefits for vision health and learning; and how new mobile 3D technology is being used to screen for and improve early childhood vision with real results in the classroom.",3d,virtual reality,learning
No More Yoda Heads: 3D Printing 4 Diverse Learners,Educational Equality,Playground Talk,Basic Understanding,"Charlie Wapner, Lisa Wadors Verneæ","Research suggests that 3D objects are important for learning and reinforcing complex spatial concepts that are difficult to convey or explore in any other way (e.g., cells and DNA). Although many schools have access to 3D printing technology, many machines are underutilized and used to print novelty items.  In this session, learn about new collaborations with libraries and museums to help support teachers in providing multi-modal access to complex STEM topics as well as utilizing student talent to create innovative learning tools. ",3d printing,accessibility,
The STE(A)M Truck Story: Mobile Making,Entrepreneurialism,Playground Talk,Basic Understanding,"Stephanie Wilson Itelman, Jason Martinæ","Mobile making is picking up speed across the country and the STE(A)M Truck is leading the way. As a young organization, Community Guilds redesigned an old truck and outfitted it with high and low-tech tools. This mobile model can close the opportunity gap by bringing an engaging program focused on ñmakingî to youth who need this the most, while improving grit, self-confidence and other non-cognitive factors that boost their odds of future success. Through a recent strategic planning process, they have worked to hone their plan for scaling their work in addition to transforming the way that teachers teach STEM. Come gain ideas for creating your own mobile makerspace.",stem,strategic planning,makerspaces
Minecraft in the Classroom„A Case Study,Gaming,Playground Talk,Basic Understanding,"Adam Clarke, Mark Nagurskiæ","In March 2015, Northern Ireland became the first region in the world to introduce Minecraft as an educational tool into all of its post-primary schools - reaching a potential 50,000 young people annually. In this session, the team behind the project will discuss how the programme has developed, the pros and cons of Minecraft as an educational tool, its efficacy and the challenges they have encountered. We will also draw insight from content creator Adam Clarke, known to young children around the world as Wizard Keen, whose incredibly popular Minecraft-based YouTube series WONDERQUEST is engaging young audiences in core curriculum subjects through animation and gameplay.",minecraft,games,
"Real Science, Games & You: Explore with NOVA Labs",Gaming,Playground Talk,Basic Understanding,Ralph Bouquetæ,"NOVA Labs is a new digital platform from the producers of PBSÍs NOVA that engages teens and lifelong learners in games, interactives and videos that foster authentic scientific exploration. In this talk, we will explore how scientists, game developers and content producers work together to create an experience that challenges students to predict solar storms, build RNA molecules, explore the biodiversity of life on Earth and more. We will also showcase the games and videos from the NOVA Labs and discuss how educators are using NOVA Labs as a learning and engagement tool in classrooms across the country.",games,scientific inquiry,stem
Coding _ ItÍs Elementary!,Instructional Strategies,Playground Talk,Basic Understanding,"Angela Allen-Matthews, Domino Eddyæ","Hosted by LEGO Education: Coding isnÍt just a subject that helps student learn STEM; itÍs a language that imparts valuable life skills. From teaching logical reasoning, sequencing and modeling to honing analytical skills, many are pushing for coding curriculum to be implemented in schools across the country to help shape tomorrowÍs creative problems and help fill jobs of the future. Access to computer science and engineering should start at a young age, while the playing field is still level. This Playground Talk will explore the use of coding in the classroom and how it can be used to inspire creative thinking and practical skills among students of all ages. ",hands-on learning,stem,21st century skills
Go Bananas with Music Tinkering in the Classroom,Instructional Strategies,Playground Talk,Basic Understanding,"Laurie Lyons, Mitch Chaietæ","Make computer science and engineering fun! Do away with technologyÍs long, boring talks about integers and arrays and give kids the hands-on electronics experience they deserve. By combining the inherent fun of making and tinkering with a popular topic most kids are fluent in, electronic dance music, coding comes easy and electronics become cool. Let Dub Academy show you the successes we have had with our hands on ñMusic Moddingî STEAM curriculum, and how you can incorporate music and tinkering into your own classroom.",makers,music,technology
Growing Minds & Food in Milwaukee Public Schools,Instructional Strategies,Playground Talk,Basic Understanding,"Matt Ray, Kirby Cainæ","During this session, learn about (1) what it takes for an inner-city public school district to develop a true hands-on, experiential STEM education program for students, and (2) the impact urban farming can have on student learning and achievement. Through video and an in-person presentation by a teacher and student team from Milwaukee Public Schools (MPS), participants will hear about how the Urban Schools Aquaponics (USA) Initiative has helped to engage a diverse student population in STEM and 21st Century learning, as well as about how others might be able to replicate similar initiatives. ",stem,urban farming,experiential
